Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Incidents Recorded
2014,March,West Wimmera,2 Community,21 Education,211 School,1
2014,March,West Wimmera,2 Community,21 Education,212 School Grounds,1
2014,March,West Wimmera,2 Community,25 Other Transport,251 Private Car,1
2014,March,West Wimmera,2 Community,25 Other Transport,255 Carpark (Single Level),1
2014,March,West Wimmera,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2014,March,West Wimmera,2 Community,27 Open Space,271 Parkland/Reserve,3
2014,March,West Wimmera,2 Community,27 Open Space,272 Rural,1
2014,March,West Wimmera,2 Community,27 Open Space,275 Other Open Space,2
2014,March,West Wimmera,2 Community,28 Street/footpath,281 Street/Lane/Footpath,21
2014,March,West Wimmera,3 Other,31 Admin/professional,311 Business Office,4
2014,March,West Wimmera,3 Other,33 Retail,332 Service Station,5
2014,March,West Wimmera,3 Other,33 Retail,334 2nd Hand Dealer,1
2014,March,West Wimmera,3 Other,33 Retail,335 Supermarket,3
2014,March,West Wimmera,3 Other,33 Retail,336 Department Store,2
2014,March,West Wimmera,3 Other,37 Agricultural,371 Farmland/Agricultural,8
2014,March,West Wimmera,3 Other,37 Agricultural,373 Other Agricultural,1
2014,March,West Wimmera,3 Other,38 Recreational,381 Licensed Premises,2
2014,March,West Wimmera,3 Other,38 Recreational,384 Sport Area/Facility,1
2014,March,West Wimmera,3 Other,39 Other location,392 Other Location (Not Elsewhere),6
2014,March,Whitehorse,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,162
2014,March,Whitehorse,1 Residential,11 Dwelling - private,112 House,1223
2014,March,Whitehorse,1 Residential,11 Dwelling - private,113 Bungalow,6
2014,March,Whitehorse,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,2
2014,March,Whitehorse,1 Residential,11 Dwelling - private,116 Ministry Of Housing,11
2014,March,Whitehorse,1 Residential,12 Dwelling  - non-private,121 Boarding House,23
2014,March,Whitehorse,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2014,March,Whitehorse,1 Residential,12 Dwelling  - non-private,124 Nursing Home,15
2014,March,Whitehorse,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,17
2014,March,Whitehorse,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,12
2014,March,Whitehorse,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,1
2014,March,Whitehorse,1 Residential,13 Grounds/surrounding land,132 Backyard,38
2014,March,Whitehorse,1 Residential,13 Grounds/surrounding land,133 Frontyard,483
2014,March,Whitehorse,1 Residential,13 Grounds/surrounding land,134 Garage,89
2014,March,Whitehorse,1 Residential,13 Grounds/surrounding land,135 Shed,11
2014,March,Whitehorse,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,17
2014,March,Whitehorse,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),45
2014,March,Whitehorse,2 Community,21 Education,211 School,90
2014,March,Whitehorse,2 Community,21 Education,212 School Grounds,34
2014,March,Whitehorse,2 Community,21 Education,213 Other Educational,30
2014,March,Whitehorse,2 Community,22 Health,221 Hospital,21
2014,March,Whitehorse,2 Community,22 Health,222 Medical Centre,27
2014,March,Whitehorse,2 Community,22 Health,223 Dental,2
2014,March,Whitehorse,2 Community,22 Health,224 Other Health,10
2014,March,Whitehorse,2 Community,23 Religious,231 Church,21
2014,March,Whitehorse,2 Community,23 Religious,232 Other religious,1
2014,March,Whitehorse,2 Community,24 Public Transport,241 Train,17
2014,March,Whitehorse,2 Community,24 Public Transport,242 Train Station,118
2014,March,Whitehorse,2 Community,24 Public Transport,243 Railway Carpark,18
2014,March,Whitehorse,2 Community,24 Public Transport,244 Tram/Tram Stop,10
2014,March,Whitehorse,2 Community,24 Public Transport,245 Bus/Bus Stop,28
2014,March,Whitehorse,2 Community,24 Public Transport,249 Taxi,11
2014,March,Whitehorse,2 Community,25 Other Transport,251 Private Car,20
2014,March,Whitehorse,2 Community,25 Other Transport,255 Carpark (Single Level),155
2014,March,Whitehorse,2 Community,25 Other Transport,256 Carpark (Multi Level),33
2014,March,Whitehorse,2 Community,25 Other Transport,257 Other Transport Type/Area,5
2014,March,Whitehorse,2 Community,26 Justice,261 Police Station,17
2014,March,Whitehorse,2 Community,26 Justice,265 Other Justice Facility,1
2014,March,Whitehorse,2 Community,27 Open Space,271 Parkland/Reserve,38
2014,March,Whitehorse,2 Community,27 Open Space,275 Other Open Space,6
2014,March,Whitehorse,2 Community,28 Street/footpath,281 Street/Lane/Footpath,730
2014,March,Whitehorse,2 Community,29 Other community location,292 Civic Centre,5
2014,March,Whitehorse,3 Other,31 Admin/professional,311 Business Office,75
2014,March,Whitehorse,3 Other,31 Admin/professional,312 Other Admin/Professional,15
2014,March,Whitehorse,3 Other,32 Financial,321 Bank,17
2014,March,Whitehorse,3 Other,32 Financial,323 ATM/Eftpos,5
2014,March,Whitehorse,3 Other,32 Financial,324 Other Financial,1
2014,March,Whitehorse,3 Other,33 Retail,331 Chemist/Pharmacy,29
2014,March,Whitehorse,3 Other,33 Retail,3310 24Hr Convenience,37
2014,March,Whitehorse,3 Other,33 Retail,3311 Restaurant/Fastfood,113
2014,March,Whitehorse,3 Other,33 Retail,3312 Other Retail,421
2014,March,Whitehorse,3 Other,33 Retail,332 Service Station,153
2014,March,Whitehorse,3 Other,33 Retail,333 Jeweller,1
2014,March,Whitehorse,3 Other,33 Retail,334 2nd Hand Dealer,8
2014,March,Whitehorse,3 Other,33 Retail,335 Supermarket,246
2014,March,Whitehorse,3 Other,33 Retail,336 Department Store,64
2014,March,Whitehorse,3 Other,33 Retail,337 Shopping Complex,213
2014,March,Whitehorse,3 Other,33 Retail,338 Car Sales Yard,13
2014,March,Whitehorse,3 Other,33 Retail,339 Milkbar,8
2014,March,Whitehorse,3 Other,34 Wholesale,341 Any Wholesale,3
2014,March,Whitehorse,3 Other,35 Warehousing/storage,351 Warehousing/Storage,17
2014,March,Whitehorse,3 Other,36 Manufacturing,361 Factory,23
2014,March,Whitehorse,3 Other,36 Manufacturing,362 Any Manufacturing,2
2014,March,Whitehorse,3 Other,37 Agricultural,371 Farmland/Agricultural,2
2014,March,Whitehorse,3 Other,38 Recreational,381 Licensed Premises,42
2014,March,Whitehorse,3 Other,38 Recreational,382 Tab,1
2014,March,Whitehorse,3 Other,38 Recreational,383 Cinema,1
2014,March,Whitehorse,3 Other,38 Recreational,384 Sport Area/Facility,32
2014,March,Whitehorse,3 Other,38 Recreational,385 Gaming Venue,5
2014,March,Whitehorse,3 Other,38 Recreational,386 Other Rec./Sports,23
2014,March,Whitehorse,3 Other,39 Other location,391 Massage Parlour/Brothel,4
2014,March,Whitehorse,3 Other,39 Other location,392 Other Location (Not Elsewhere),47
2014,March,Whitehorse,3 Other,39 Other location,393 Construction Site,35
2014,March,Whittlesea,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,119
2014,March,Whittlesea,1 Residential,11 Dwelling - private,112 House,2241
2014,March,Whittlesea,1 Residential,11 Dwelling - private,113 Bungalow,3
2014,March,Whittlesea,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,1
2014,March,Whittlesea,1 Residential,11 Dwelling - private,115 Houseboat,2
2014,March,Whittlesea,1 Residential,11 Dwelling - private,116 Ministry Of Housing,2
2014,March,Whittlesea,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2014,March,Whittlesea,1 Residential,12 Dwelling  - non-private,124 Nursing Home,6
2014,March,Whittlesea,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,19
2014,March,Whittlesea,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,8
2014,March,Whittlesea,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,1
2014,March,Whittlesea,1 Residential,13 Grounds/surrounding land,132 Backyard,96
2014,March,Whittlesea,1 Residential,13 Grounds/surrounding land,133 Frontyard,849
2014,March,Whittlesea,1 Residential,13 Grounds/surrounding land,134 Garage,156
2014,March,Whittlesea,1 Residential,13 Grounds/surrounding land,135 Shed,32
2014,March,Whittlesea,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,132
2014,March,Whittlesea,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),46
2014,March,Whittlesea,2 Community,21 Education,211 School,114
2014,March,Whittlesea,2 Community,21 Education,212 School Grounds,28
2014,March,Whittlesea,2 Community,21 Education,213 Other Educational,38
2014,March,Whittlesea,2 Community,22 Health,221 Hospital,36
2014,March,Whittlesea,2 Community,22 Health,222 Medical Centre,26
2014,March,Whittlesea,2 Community,22 Health,223 Dental,4
2014,March,Whittlesea,2 Community,22 Health,224 Other Health,16
2014,March,Whittlesea,2 Community,23 Religious,231 Church,12
2014,March,Whittlesea,2 Community,23 Religious,232 Other religious,2
2014,March,Whittlesea,2 Community,24 Public Transport,241 Train,20
2014,March,Whittlesea,2 Community,24 Public Transport,242 Train Station,166
2014,March,Whittlesea,2 Community,24 Public Transport,243 Railway Carpark,57
2014,March,Whittlesea,2 Community,24 Public Transport,244 Tram/Tram Stop,1
2014,March,Whittlesea,2 Community,24 Public Transport,245 Bus/Bus Stop,18
2014,March,Whittlesea,2 Community,24 Public Transport,246 Depot/Terminal,4
2014,March,Whittlesea,2 Community,24 Public Transport,249 Taxi,4
2014,March,Whittlesea,2 Community,25 Other Transport,251 Private Car,24
2014,March,Whittlesea,2 Community,25 Other Transport,255 Carpark (Single Level),448
2014,March,Whittlesea,2 Community,25 Other Transport,256 Carpark (Multi Level),17
2014,March,Whittlesea,2 Community,25 Other Transport,257 Other Transport Type/Area,11
2014,March,Whittlesea,2 Community,26 Justice,261 Police Station,55
2014,March,Whittlesea,2 Community,26 Justice,262 Court,1
2014,March,Whittlesea,2 Community,26 Justice,264 Youth Training Centre,1
2014,March,Whittlesea,2 Community,26 Justice,269 Other Justice (nec),3
2014,March,Whittlesea,2 Community,27 Open Space,271 Parkland/Reserve,61
2014,March,Whittlesea,2 Community,27 Open Space,272 Rural,5
2014,March,Whittlesea,2 Community,27 Open Space,273 Vacant Block,12
2014,March,Whittlesea,2 Community,27 Open Space,275 Other Open Space,9
2014,March,Whittlesea,2 Community,28 Street/footpath,281 Street/Lane/Footpath,1285
2014,March,Whittlesea,2 Community,29 Other community location,292 Civic Centre,6
2014,March,Whittlesea,3 Other,31 Admin/professional,311 Business Office,50
2014,March,Whittlesea,3 Other,31 Admin/professional,312 Other Admin/Professional,10
2014,March,Whittlesea,3 Other,32 Financial,321 Bank,20
2014,March,Whittlesea,3 Other,32 Financial,323 ATM/Eftpos,9
2014,March,Whittlesea,3 Other,32 Financial,324 Other Financial,2
2014,March,Whittlesea,3 Other,33 Retail,331 Chemist/Pharmacy,31
2014,March,Whittlesea,3 Other,33 Retail,3310 24Hr Convenience,44
2014,March,Whittlesea,3 Other,33 Retail,3311 Restaurant/Fastfood,106
2014,March,Whittlesea,3 Other,33 Retail,3312 Other Retail,514
2014,March,Whittlesea,3 Other,33 Retail,332 Service Station,445
2014,March,Whittlesea,3 Other,33 Retail,333 Jeweller,13
2014,March,Whittlesea,3 Other,33 Retail,334 2nd Hand Dealer,10
2014,March,Whittlesea,3 Other,33 Retail,335 Supermarket,278
2014,March,Whittlesea,3 Other,33 Retail,336 Department Store,76
2014,March,Whittlesea,3 Other,33 Retail,337 Shopping Complex,338
2014,March,Whittlesea,3 Other,33 Retail,338 Car Sales Yard,12
2014,March,Whittlesea,3 Other,33 Retail,339 Milkbar,12
2014,March,Whittlesea,3 Other,34 Wholesale,341 Any Wholesale,7
2014,March,Whittlesea,3 Other,35 Warehousing/storage,351 Warehousing/Storage,41
2014,March,Whittlesea,3 Other,36 Manufacturing,361 Factory,188
2014,March,Whittlesea,3 Other,36 Manufacturing,362 Any Manufacturing,30
2014,March,Whittlesea,3 Other,37 Agricultural,371 Farmland/Agricultural,8
2014,March,Whittlesea,3 Other,37 Agricultural,373 Other Agricultural,4
2014,March,Whittlesea,3 Other,38 Recreational,381 Licensed Premises,85
2014,March,Whittlesea,3 Other,38 Recreational,384 Sport Area/Facility,36
2014,March,Whittlesea,3 Other,38 Recreational,385 Gaming Venue,10
2014,March,Whittlesea,3 Other,38 Recreational,386 Other Rec./Sports,59
2014,March,Whittlesea,3 Other,39 Other location,391 Massage Parlour/Brothel,1
2014,March,Whittlesea,3 Other,39 Other location,392 Other Location (Not Elsewhere),92
2014,March,Whittlesea,3 Other,39 Other location,393 Construction Site,97
2014,March,Wodonga,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,87
2014,March,Wodonga,1 Residential,11 Dwelling - private,112 House,633
2014,March,Wodonga,1 Residential,11 Dwelling - private,113 Bungalow,3
2014,March,Wodonga,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,5
2014,March,Wodonga,1 Residential,11 Dwelling - private,116 Ministry Of Housing,20
2014,March,Wodonga,1 Residential,12 Dwelling  - non-private,121 Boarding House,7
2014,March,Wodonga,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2014,March,Wodonga,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,7
2014,March,Wodonga,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,8
2014,March,Wodonga,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,1
2014,March,Wodonga,1 Residential,13 Grounds/surrounding land,132 Backyard,44
2014,March,Wodonga,1 Residential,13 Grounds/surrounding land,133 Frontyard,170
2014,March,Wodonga,1 Residential,13 Grounds/surrounding land,134 Garage,25
2014,March,Wodonga,1 Residential,13 Grounds/surrounding land,135 Shed,16
2014,March,Wodonga,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,6
2014,March,Wodonga,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),20
2014,March,Wodonga,2 Community,21 Education,211 School,38
2014,March,Wodonga,2 Community,21 Education,212 School Grounds,6
2014,March,Wodonga,2 Community,21 Education,213 Other Educational,7
2014,March,Wodonga,2 Community,22 Health,221 Hospital,7
2014,March,Wodonga,2 Community,22 Health,222 Medical Centre,7
2014,March,Wodonga,2 Community,22 Health,223 Dental,2
2014,March,Wodonga,2 Community,22 Health,224 Other Health,5
2014,March,Wodonga,2 Community,23 Religious,231 Church,5
2014,March,Wodonga,2 Community,23 Religious,232 Other religious,2
2014,March,Wodonga,2 Community,24 Public Transport,242 Train Station,7
2014,March,Wodonga,2 Community,24 Public Transport,243 Railway Carpark,2
2014,March,Wodonga,2 Community,24 Public Transport,245 Bus/Bus Stop,4
2014,March,Wodonga,2 Community,25 Other Transport,251 Private Car,6
2014,March,Wodonga,2 Community,25 Other Transport,255 Carpark (Single Level),35
2014,March,Wodonga,2 Community,25 Other Transport,256 Carpark (Multi Level),2
2014,March,Wodonga,2 Community,25 Other Transport,257 Other Transport Type/Area,2
2014,March,Wodonga,2 Community,26 Justice,261 Police Station,41
2014,March,Wodonga,2 Community,26 Justice,262 Court,45
2014,March,Wodonga,2 Community,26 Justice,265 Other Justice Facility,2
2014,March,Wodonga,2 Community,27 Open Space,271 Parkland/Reserve,40
2014,March,Wodonga,2 Community,27 Open Space,273 Vacant Block,2
2014,March,Wodonga,2 Community,27 Open Space,275 Other Open Space,14
2014,March,Wodonga,2 Community,28 Street/footpath,281 Street/Lane/Footpath,338
2014,March,Wodonga,2 Community,29 Other community location,292 Civic Centre,2
2014,March,Wodonga,3 Other,31 Admin/professional,311 Business Office,31
2014,March,Wodonga,3 Other,31 Admin/professional,312 Other Admin/Professional,5
2014,March,Wodonga,3 Other,32 Financial,321 Bank,4
2014,March,Wodonga,3 Other,32 Financial,323 ATM/Eftpos,1
2014,March,Wodonga,3 Other,32 Financial,324 Other Financial,1
2014,March,Wodonga,3 Other,33 Retail,331 Chemist/Pharmacy,8
2014,March,Wodonga,3 Other,33 Retail,3310 24Hr Convenience,2
2014,March,Wodonga,3 Other,33 Retail,3311 Restaurant/Fastfood,27
2014,March,Wodonga,3 Other,33 Retail,3312 Other Retail,110
2014,March,Wodonga,3 Other,33 Retail,332 Service Station,26
2014,March,Wodonga,3 Other,33 Retail,334 2nd Hand Dealer,1
2014,March,Wodonga,3 Other,33 Retail,335 Supermarket,45
2014,March,Wodonga,3 Other,33 Retail,336 Department Store,15
2014,March,Wodonga,3 Other,33 Retail,337 Shopping Complex,34
2014,March,Wodonga,3 Other,33 Retail,338 Car Sales Yard,13
2014,March,Wodonga,3 Other,33 Retail,339 Milkbar,4
2014,March,Wodonga,3 Other,34 Wholesale,341 Any Wholesale,1
2014,March,Wodonga,3 Other,35 Warehousing/storage,351 Warehousing/Storage,9
2014,March,Wodonga,3 Other,36 Manufacturing,361 Factory,9
2014,March,Wodonga,3 Other,36 Manufacturing,362 Any Manufacturing,3
2014,March,Wodonga,3 Other,37 Agricultural,371 Farmland/Agricultural,3
2014,March,Wodonga,3 Other,37 Agricultural,373 Other Agricultural,2
2014,March,Wodonga,3 Other,38 Recreational,381 Licensed Premises,26
2014,March,Wodonga,3 Other,38 Recreational,384 Sport Area/Facility,12
2014,March,Wodonga,3 Other,38 Recreational,386 Other Rec./Sports,14
2014,March,Wodonga,3 Other,39 Other location,392 Other Location (Not Elsewhere),37
2014,March,Wodonga,3 Other,39 Other location,393 Construction Site,15
2014,March,Wyndham,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,97
2014,March,Wyndham,1 Residential,11 Dwelling - private,112 House,2512
2014,March,Wyndham,1 Residential,11 Dwelling - private,113 Bungalow,5
2014,March,Wyndham,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,14
2014,March,Wyndham,1 Residential,11 Dwelling - private,116 Ministry Of Housing,3
2014,March,Wyndham,1 Residential,12 Dwelling  - non-private,121 Boarding House,3
2014,March,Wyndham,1 Residential,12 Dwelling  - non-private,124 Nursing Home,2
2014,March,Wyndham,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,16
2014,March,Wyndham,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,2
2014,March,Wyndham,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,1
2014,March,Wyndham,1 Residential,13 Grounds/surrounding land,132 Backyard,97
2014,March,Wyndham,1 Residential,13 Grounds/surrounding land,133 Frontyard,795
2014,March,Wyndham,1 Residential,13 Grounds/surrounding land,134 Garage,118
2014,March,Wyndham,1 Residential,13 Grounds/surrounding land,135 Shed,32
2014,March,Wyndham,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,161
2014,March,Wyndham,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),27
2014,March,Wyndham,2 Community,21 Education,211 School,127
2014,March,Wyndham,2 Community,21 Education,212 School Grounds,31
2014,March,Wyndham,2 Community,21 Education,213 Other Educational,31
2014,March,Wyndham,2 Community,22 Health,221 Hospital,15
2014,March,Wyndham,2 Community,22 Health,222 Medical Centre,17
2014,March,Wyndham,2 Community,22 Health,223 Dental,1
2014,March,Wyndham,2 Community,22 Health,224 Other Health,12
2014,March,Wyndham,2 Community,23 Religious,231 Church,20
2014,March,Wyndham,2 Community,23 Religious,232 Other religious,1
2014,March,Wyndham,2 Community,24 Public Transport,241 Train,8
2014,March,Wyndham,2 Community,24 Public Transport,242 Train Station,165
2014,March,Wyndham,2 Community,24 Public Transport,243 Railway Carpark,46
2014,March,Wyndham,2 Community,24 Public Transport,245 Bus/Bus Stop,36
2014,March,Wyndham,2 Community,24 Public Transport,246 Depot/Terminal,2
2014,March,Wyndham,2 Community,24 Public Transport,249 Taxi,3
2014,March,Wyndham,2 Community,25 Other Transport,251 Private Car,63
2014,March,Wyndham,2 Community,25 Other Transport,252 Airfield,1
2014,March,Wyndham,2 Community,25 Other Transport,255 Carpark (Single Level),223
2014,March,Wyndham,2 Community,25 Other Transport,256 Carpark (Multi Level),18
2014,March,Wyndham,2 Community,25 Other Transport,257 Other Transport Type/Area,10
2014,March,Wyndham,2 Community,26 Justice,261 Police Station,14
2014,March,Wyndham,2 Community,26 Justice,262 Court,165
2014,March,Wyndham,2 Community,26 Justice,269 Other Justice (nec),6
2014,March,Wyndham,2 Community,27 Open Space,271 Parkland/Reserve,91
2014,March,Wyndham,2 Community,27 Open Space,272 Rural,5
2014,March,Wyndham,2 Community,27 Open Space,273 Vacant Block,10
2014,March,Wyndham,2 Community,27 Open Space,274 Beach Foreshore,4
2014,March,Wyndham,2 Community,27 Open Space,275 Other Open Space,19
2014,March,Wyndham,2 Community,27 Open Space,276 Beach Car Park,2
2014,March,Wyndham,2 Community,28 Street/footpath,281 Street/Lane/Footpath,1033
2014,March,Wyndham,2 Community,29 Other community location,291 Cemetery,2
2014,March,Wyndham,2 Community,29 Other community location,292 Civic Centre,12
2014,March,Wyndham,3 Other,31 Admin/professional,311 Business Office,89
2014,March,Wyndham,3 Other,31 Admin/professional,312 Other Admin/Professional,14
2014,March,Wyndham,3 Other,32 Financial,321 Bank,14
2014,March,Wyndham,3 Other,32 Financial,323 ATM/Eftpos,4
2014,March,Wyndham,3 Other,32 Financial,324 Other Financial,1
2014,March,Wyndham,3 Other,33 Retail,331 Chemist/Pharmacy,19
2014,March,Wyndham,3 Other,33 Retail,3310 24Hr Convenience,72
2014,March,Wyndham,3 Other,33 Retail,3311 Restaurant/Fastfood,95
2014,March,Wyndham,3 Other,33 Retail,3312 Other Retail,427
2014,March,Wyndham,3 Other,33 Retail,332 Service Station,794
2014,March,Wyndham,3 Other,33 Retail,333 Jeweller,2
2014,March,Wyndham,3 Other,33 Retail,334 2nd Hand Dealer,11
2014,March,Wyndham,3 Other,33 Retail,335 Supermarket,274
2014,March,Wyndham,3 Other,33 Retail,336 Department Store,89
2014,March,Wyndham,3 Other,33 Retail,337 Shopping Complex,318
2014,March,Wyndham,3 Other,33 Retail,338 Car Sales Yard,19
2014,March,Wyndham,3 Other,33 Retail,339 Milkbar,18
2014,March,Wyndham,3 Other,34 Wholesale,341 Any Wholesale,7
2014,March,Wyndham,3 Other,35 Warehousing/storage,351 Warehousing/Storage,63
2014,March,Wyndham,3 Other,36 Manufacturing,361 Factory,67
2014,March,Wyndham,3 Other,36 Manufacturing,362 Any Manufacturing,16
2014,March,Wyndham,3 Other,37 Agricultural,371 Farmland/Agricultural,19
2014,March,Wyndham,3 Other,37 Agricultural,373 Other Agricultural,10
2014,March,Wyndham,3 Other,38 Recreational,381 Licensed Premises,90
2014,March,Wyndham,3 Other,38 Recreational,383 Cinema,1
2014,March,Wyndham,3 Other,38 Recreational,384 Sport Area/Facility,49
2014,March,Wyndham,3 Other,38 Recreational,385 Gaming Venue,17
2014,March,Wyndham,3 Other,38 Recreational,386 Other Rec./Sports,36
2014,March,Wyndham,3 Other,39 Other location,391 Massage Parlour/Brothel,2
2014,March,Wyndham,3 Other,39 Other location,392 Other Location (Not Elsewhere),109
2014,March,Wyndham,3 Other,39 Other location,393 Construction Site,144
2014,March,Yarra,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,491
2014,March,Yarra,1 Residential,11 Dwelling - private,112 House,935
2014,March,Yarra,1 Residential,11 Dwelling - private,113 Bungalow,1
2014,March,Yarra,1 Residential,11 Dwelling - private,116 Ministry Of Housing,96
2014,March,Yarra,1 Residential,12 Dwelling  - non-private,121 Boarding House,24
2014,March,Yarra,1 Residential,12 Dwelling  - non-private,123 Guest House,3
2014,March,Yarra,1 Residential,12 Dwelling  - non-private,124 Nursing Home,2
2014,March,Yarra,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,32
2014,March,Yarra,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,9
2014,March,Yarra,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,8
2014,March,Yarra,1 Residential,13 Grounds/surrounding land,132 Backyard,37
2014,March,Yarra,1 Residential,13 Grounds/surrounding land,133 Frontyard,160
2014,March,Yarra,1 Residential,13 Grounds/surrounding land,134 Garage,165
2014,March,Yarra,1 Residential,13 Grounds/surrounding land,135 Shed,5
2014,March,Yarra,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,24
2014,March,Yarra,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),34
2014,March,Yarra,2 Community,21 Education,211 School,35
2014,March,Yarra,2 Community,21 Education,212 School Grounds,14
2014,March,Yarra,2 Community,21 Education,213 Other Educational,25
2014,March,Yarra,2 Community,22 Health,221 Hospital,60
2014,March,Yarra,2 Community,22 Health,222 Medical Centre,17
2014,March,Yarra,2 Community,22 Health,223 Dental,1
2014,March,Yarra,2 Community,22 Health,224 Other Health,26
2014,March,Yarra,2 Community,23 Religious,231 Church,19
2014,March,Yarra,2 Community,23 Religious,232 Other religious,2
2014,March,Yarra,2 Community,24 Public Transport,241 Train,41
2014,March,Yarra,2 Community,24 Public Transport,242 Train Station,277
2014,March,Yarra,2 Community,24 Public Transport,243 Railway Carpark,9
2014,March,Yarra,2 Community,24 Public Transport,244 Tram/Tram Stop,43
2014,March,Yarra,2 Community,24 Public Transport,245 Bus/Bus Stop,7
2014,March,Yarra,2 Community,24 Public Transport,246 Depot/Terminal,4
2014,March,Yarra,2 Community,24 Public Transport,249 Taxi,26
2014,March,Yarra,2 Community,25 Other Transport,251 Private Car,55
2014,March,Yarra,2 Community,25 Other Transport,252 Airfield,1
2014,March,Yarra,2 Community,25 Other Transport,255 Carpark (Single Level),202
2014,March,Yarra,2 Community,25 Other Transport,256 Carpark (Multi Level),63
2014,March,Yarra,2 Community,25 Other Transport,257 Other Transport Type/Area,5
2014,March,Yarra,2 Community,26 Justice,261 Police Station,41
2014,March,Yarra,2 Community,26 Justice,262 Court,75
2014,March,Yarra,2 Community,26 Justice,265 Other Justice Facility,1
2014,March,Yarra,2 Community,26 Justice,269 Other Justice (nec),2
2014,March,Yarra,2 Community,27 Open Space,271 Parkland/Reserve,85
2014,March,Yarra,2 Community,27 Open Space,273 Vacant Block,1
2014,March,Yarra,2 Community,27 Open Space,275 Other Open Space,9
2014,March,Yarra,2 Community,28 Street/footpath,281 Street/Lane/Footpath,3340
2014,March,Yarra,2 Community,29 Other community location,292 Civic Centre,6
2014,March,Yarra,2 Community,29 Other community location,293 Gallery,3
2014,March,Yarra,3 Other,31 Admin/professional,311 Business Office,195
2014,March,Yarra,3 Other,31 Admin/professional,312 Other Admin/Professional,40
2014,March,Yarra,3 Other,32 Financial,321 Bank,30
2014,March,Yarra,3 Other,32 Financial,323 ATM/Eftpos,7
2014,March,Yarra,3 Other,32 Financial,324 Other Financial,1
2014,March,Yarra,3 Other,33 Retail,331 Chemist/Pharmacy,22
2014,March,Yarra,3 Other,33 Retail,3310 24Hr Convenience,97
2014,March,Yarra,3 Other,33 Retail,3311 Restaurant/Fastfood,263
2014,March,Yarra,3 Other,33 Retail,3312 Other Retail,674
2014,March,Yarra,3 Other,33 Retail,332 Service Station,123
2014,March,Yarra,3 Other,33 Retail,333 Jeweller,4
2014,March,Yarra,3 Other,33 Retail,334 2nd Hand Dealer,21
2014,March,Yarra,3 Other,33 Retail,335 Supermarket,270
2014,March,Yarra,3 Other,33 Retail,336 Department Store,28
2014,March,Yarra,3 Other,33 Retail,337 Shopping Complex,73
2014,March,Yarra,3 Other,33 Retail,338 Car Sales Yard,8
2014,March,Yarra,3 Other,33 Retail,339 Milkbar,21
2014,March,Yarra,3 Other,34 Wholesale,341 Any Wholesale,7
2014,March,Yarra,3 Other,35 Warehousing/storage,351 Warehousing/Storage,11
2014,March,Yarra,3 Other,36 Manufacturing,361 Factory,21
2014,March,Yarra,3 Other,36 Manufacturing,362 Any Manufacturing,6
2014,March,Yarra,3 Other,37 Agricultural,371 Farmland/Agricultural,1
2014,March,Yarra,3 Other,38 Recreational,381 Licensed Premises,306
2014,March,Yarra,3 Other,38 Recreational,384 Sport Area/Facility,32
2014,March,Yarra,3 Other,38 Recreational,385 Gaming Venue,5
2014,March,Yarra,3 Other,38 Recreational,386 Other Rec./Sports,29
