Year,Year ending,Local Government Area,Charge Status,Incidents Recorded
2014,March,West Wimmera,No charges laid,33
2014,March,West Wimmera,Unsolved,35
2014,March,Whitehorse,Charges laid,1624
2014,March,Whitehorse,No charges laid,671
2014,March,Whitehorse,Unsolved,3508
2014,March,Whittlesea,Charges laid,2819
2014,March,Whittlesea,No charges laid,1276
2014,March,Whittlesea,Unsolved,6090
2014,March,Wodonga,Charges laid,997
2014,March,Wodonga,No charges laid,302
2014,March,Wodonga,Unsolved,1049
2014,March,Wyndham,Charges laid,3509
2014,March,Wyndham,No charges laid,1029
2014,March,Wyndham,Unsolved,5718
2014,March,Yarra,Charges laid,2787
2014,March,Yarra,No charges laid,1606
2014,March,Yarra,Unsolved,5398
2014,March,Yarra Ranges,Charges laid,1860
2014,March,Yarra Ranges,No charges laid,927
2014,March,Yarra Ranges,Unsolved,2507
2014,March,Yarriambiack,Charges laid,82
2014,March,Yarriambiack,No charges laid,55
2014,March,Yarriambiack,Unsolved,77
2013,March,Alpine,Charges laid,122
2013,March,Alpine,No charges laid,58
2013,March,Alpine,Unsolved,113
2013,March,Ararat,Charges laid,420
2013,March,Ararat,No charges laid,187
2013,March,Ararat,Unsolved,264
2013,March,Ballarat,Charges laid,2236
2013,March,Ballarat,No charges laid,1282
2013,March,Ballarat,Unsolved,4265
2013,March,Banyule,Charges laid,2205
2013,March,Banyule,No charges laid,599
2013,March,Banyule,Unsolved,2889
2013,March,Bass Coast,Charges laid,615
2013,March,Bass Coast,No charges laid,383
2013,March,Bass Coast,Unsolved,783
2013,March,Baw Baw,Charges laid,955
2013,March,Baw Baw,No charges laid,336
2013,March,Baw Baw,Unsolved,828
2013,March,Bayside,Charges laid,733
2013,March,Bayside,No charges laid,422
2013,March,Bayside,Unsolved,2258
2013,March,Benalla,Charges laid,300
2013,March,Benalla,No charges laid,159
2013,March,Benalla,Unsolved,309
2013,March,Boroondara,Charges laid,1114
2013,March,Boroondara,No charges laid,684
2013,March,Boroondara,Unsolved,4007
2013,March,Brimbank,Charges laid,4656
2013,March,Brimbank,No charges laid,1600
2013,March,Brimbank,Unsolved,9221
2013,March,Buloke,Charges laid,100
2013,March,Buloke,No charges laid,36
2013,March,Buloke,Unsolved,79
2013,March,Campaspe,Charges laid,678
2013,March,Campaspe,No charges laid,364
2013,March,Campaspe,Unsolved,1145
2013,March,Cardinia,Charges laid,1284
2013,March,Cardinia,No charges laid,597
2013,March,Cardinia,Unsolved,2005
2013,March,Casey,Charges laid,3665
2013,March,Casey,No charges laid,2163
2013,March,Casey,Unsolved,5919
2013,March,Central Goldfields,Charges laid,284
2013,March,Central Goldfields,No charges laid,201
2013,March,Central Goldfields,Unsolved,323
2013,March,Colac-Otway,Charges laid,353
2013,March,Colac-Otway,No charges laid,248
2013,March,Colac-Otway,Unsolved,487
2013,March,Corangamite,Charges laid,143
2013,March,Corangamite,No charges laid,80
2013,March,Corangamite,Unsolved,268
2013,March,Darebin,Charges laid,2618
2013,March,Darebin,No charges laid,1148
2013,March,Darebin,Unsolved,5439
2013,March,East Gippsland,Charges laid,914
2013,March,East Gippsland,No charges laid,633
2013,March,East Gippsland,Unsolved,1304
2013,March,Frankston,Charges laid,4033
2013,March,Frankston,No charges laid,2218
2013,March,Frankston,Unsolved,4182
2013,March,Gannawarra,Charges laid,176
2013,March,Gannawarra,No charges laid,81
2013,March,Gannawarra,Unsolved,144
2013,March,Glen Eira,Charges laid,980
2013,March,Glen Eira,No charges laid,638
2013,March,Glen Eira,Unsolved,2981
2013,March,Glenelg,Charges laid,355
2013,March,Glenelg,No charges laid,161
2013,March,Glenelg,Unsolved,519
2013,March,Golden Plains,Charges laid,92
2013,March,Golden Plains,No charges laid,34
2013,March,Golden Plains,Unsolved,269
2013,March,Greater Bendigo,Charges laid,2209
2013,March,Greater Bendigo,No charges laid,1103
2013,March,Greater Bendigo,Unsolved,2423
2013,March,Greater Dandenong,Charges laid,4403
2013,March,Greater Dandenong,No charges laid,2260
2013,March,Greater Dandenong,Unsolved,5152
2013,March,Greater Geelong,Charges laid,3616
2013,March,Greater Geelong,No charges laid,1939
2013,March,Greater Geelong,Unsolved,7541
2013,March,Greater Shepparton,Charges laid,1712
2013,March,Greater Shepparton,No charges laid,915
2013,March,Greater Shepparton,Unsolved,2030
2013,March,Hepburn,Charges laid,168
2013,March,Hepburn,No charges laid,62
2013,March,Hepburn,Unsolved,285
2013,March,Hindmarsh,Charges laid,81
2013,March,Hindmarsh,No charges laid,49
2013,March,Hindmarsh,Unsolved,68
2013,March,Hobsons Bay,Charges laid,1579
2013,March,Hobsons Bay,No charges laid,768
2013,March,Hobsons Bay,Unsolved,3509
2013,March,Horsham,Charges laid,639
2013,March,Horsham,No charges laid,254
2013,March,Horsham,Unsolved,422
2013,March,Hume,Charges laid,3839
2013,March,Hume,No charges laid,1519
2013,March,Hume,Unsolved,6473
2013,March,Indigo,Charges laid,98
2013,March,Indigo,No charges laid,73
2013,March,Indigo,Unsolved,168
2013,March,Kingston,Charges laid,2392
2013,March,Kingston,No charges laid,1199
2013,March,Kingston,Unsolved,3531
2013,March,Knox,Charges laid,2007
2013,March,Knox,No charges laid,1007
2013,March,Knox,Unsolved,3582
2013,March,Latrobe,Charges laid,3363
2013,March,Latrobe,No charges laid,1308
2013,March,Latrobe,Unsolved,2816
2013,March,Loddon,Charges laid,127
2013,March,Loddon,No charges laid,67
2013,March,Loddon,Unsolved,131
2013,March,Macedon Ranges,Charges laid,459
2013,March,Macedon Ranges,No charges laid,208
2013,March,Macedon Ranges,Unsolved,659
2013,March,Manningham,Charges laid,799
2013,March,Manningham,No charges laid,475
2013,March,Manningham,Unsolved,1594
2013,March,Mansfield,Charges laid,70
2013,March,Mansfield,No charges laid,66
2013,March,Mansfield,Unsolved,119
2013,March,Maribyrnong,Charges laid,2165
2013,March,Maribyrnong,No charges laid,1122
2013,March,Maribyrnong,Unsolved,3850
2013,March,Maroondah,Charges laid,2002
2013,March,Maroondah,No charges laid,732
2013,March,Maroondah,Unsolved,2373
2013,March,Melbourne,Charges laid,7729
2013,March,Melbourne,No charges laid,6821
2013,March,Melbourne,Unsolved,9980
2013,March,Melton,Charges laid,1853
2013,March,Melton,No charges laid,691
2013,March,Melton,Unsolved,4219
2013,March,Mildura,Charges laid,1554
2013,March,Mildura,No charges laid,904
2013,March,Mildura,Unsolved,2026
2013,March,Mitchell,Charges laid,731
2013,March,Mitchell,No charges laid,384
2013,March,Mitchell,Unsolved,812
2013,March,Moira,Charges laid,337
2013,March,Moira,No charges laid,199
2013,March,Moira,Unsolved,494
2013,March,Monash,Charges laid,1503
2013,March,Monash,No charges laid,648
2013,March,Monash,Unsolved,4331
2013,March,Moonee Valley,Charges laid,1848
2013,March,Moonee Valley,No charges laid,1105
2013,March,Moonee Valley,Unsolved,3870
2013,March,Moorabool,Charges laid,381
2013,March,Moorabool,No charges laid,199
2013,March,Moorabool,Unsolved,806
2013,March,Moreland,Charges laid,2159
2013,March,Moreland,No charges laid,1109
2013,March,Moreland,Unsolved,6239
2013,March,Mornington Peninsula,Charges laid,2211
2013,March,Mornington Peninsula,No charges laid,1373
2013,March,Mornington Peninsula,Unsolved,3580
2013,March,Mount Alexander,Charges laid,227
2013,March,Mount Alexander,No charges laid,105
2013,March,Mount Alexander,Unsolved,292
2013,March,Moyne,Charges laid,135
2013,March,Moyne,No charges laid,108
2013,March,Moyne,Unsolved,249
2013,March,Murrindindi,Charges laid,157
2013,March,Murrindindi,No charges laid,104
2013,March,Murrindindi,Unsolved,194
2013,March,Nillumbik,Charges laid,444
2013,March,Nillumbik,No charges laid,223
2013,March,Nillumbik,Unsolved,842
2013,March,Northern Grampians,Charges laid,313
2013,March,Northern Grampians,No charges laid,138
2013,March,Northern Grampians,Unsolved,212
2013,March,Port Phillip,Charges laid,2145
2013,March,Port Phillip,No charges laid,1779
2013,March,Port Phillip,Unsolved,5027
2013,March,Pyrenees,Charges laid,73
2013,March,Pyrenees,No charges laid,34
2013,March,Pyrenees,Unsolved,153
2013,March,Queenscliffe,Charges laid,18
2013,March,Queenscliffe,No charges laid,11
2013,March,Queenscliffe,Unsolved,56
2013,March,South Gippsland,Charges laid,383
2013,March,South Gippsland,No charges laid,166
2013,March,South Gippsland,Unsolved,378
2013,March,Southern Grampians,Charges laid,275
2013,March,Southern Grampians,No charges laid,211
2013,March,Southern Grampians,Unsolved,301
2013,March,Stonnington,Charges laid,1721
2013,March,Stonnington,No charges laid,1314
2013,March,Stonnington,Unsolved,4080
2013,March,Strathbogie,Charges laid,138
2013,March,Strathbogie,No charges laid,86
2013,March,Strathbogie,Unsolved,152
2013,March,Surf Coast,Charges laid,220
2013,March,Surf Coast,No charges laid,191
2013,March,Surf Coast,Unsolved,647
2013,March,Swan Hill,Charges laid,665
2013,March,Swan Hill,No charges laid,289
2013,March,Swan Hill,Unsolved,395
2013,March,Towong,Charges laid,70
2013,March,Towong,No charges laid,42
2013,March,Towong,Unsolved,70
2013,March,Wangaratta,Charges laid,709
2013,March,Wangaratta,No charges laid,477
2013,March,Wangaratta,Unsolved,490
2013,March,Warrnambool,Charges laid,705
2013,March,Warrnambool,No charges laid,427
2013,March,Warrnambool,Unsolved,691
2013,March,Wellington,Charges laid,923
2013,March,Wellington,No charges laid,441
2013,March,Wellington,Unsolved,1466
2013,March,West Wimmera,Charges laid,42
2013,March,West Wimmera,No charges laid,20
2013,March,West Wimmera,Unsolved,59
2013,March,Whitehorse,Charges laid,1329
2013,March,Whitehorse,No charges laid,657
2013,March,Whitehorse,Unsolved,3620
2013,March,Whittlesea,Charges laid,2638
2013,March,Whittlesea,No charges laid,1070
2013,March,Whittlesea,Unsolved,6007
2013,March,Wodonga,Charges laid,932
2013,March,Wodonga,No charges laid,355
2013,March,Wodonga,Unsolved,1154
2013,March,Wyndham,Charges laid,3007
2013,March,Wyndham,No charges laid,1122
2013,March,Wyndham,Unsolved,6548
2013,March,Yarra,Charges laid,2257
2013,March,Yarra,No charges laid,1428
2013,March,Yarra,Unsolved,5104
2013,March,Yarra Ranges,Charges laid,1564
2013,March,Yarra Ranges,No charges laid,792
2013,March,Yarra Ranges,Unsolved,2614
2013,March,Yarriambiack,Charges laid,127
2013,March,Yarriambiack,No charges laid,53
2013,March,Yarriambiack,Unsolved,85
